"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1552742_at","1552742_at","potassium voltage-gated channel subfamily H member 8","KCNH8","131096","","","","Homo sapiens potassium voltage-gated channel subfamily H member 8 (KCNH8), mRNA",27886666,"NM_144633",NA,NA,"","3p24.3","Chromosome 3, NC_000003.12 (19148454..19535643)","phosphorelay sensor kinase activity///voltage-gated potassium channel activity","phosphorelay signal transduction system///potassium ion transmembrane transport///regulation of ion transmembrane transport///regulation of membrane potential///signal transduction by protein phosphorylation","integral component of plasma membrane///intracellular///plasma membrane","GO:0000155///GO:0005249","GO:0000160///GO:0071805///GO:0034765///GO:0042391///GO:0023014","GO:0005887///GO:0005622///GO:0005886",-1.105862,3.76838545454545,-2.42876554240308,0.0230447990070712,0.999963124668809,-4.37620043366152,"KCNH8","potassium voltage-gated channel subfamily H member 8"
"1552789_at","1552789_at","SEC62 homolog, preprotein translocation factor","SEC62","7095","","","","",NA,"",NA,NA,"","3q26.2","Chromosome 3, NC_000003.12 (169966792..169998373)","protein transporter activity///receptor activity","IRE1-mediated unfolded protein response///cotranslational protein targeting to membrane///posttranslational protein targeting to membrane","aggresome///cytosol///endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///intermediate filament cytoskeleton///membrane///rough endoplasmic reticulum","GO:0008565///GO:0004872","GO:0036498///GO:0006613///GO:0006620","GO:0016235///GO:0005829///GO:0005783///GO:0005789///GO:0016021///GO:0045111///GO:0016020///GO:0005791",-1.00931043333333,3.21913513636364,-2.67796345124262,0.0131801285088182,0.999963124668809,-4.32944938849685,"SEC62","SEC62 preprotein translocation factor"
"1552826_at","1552826_at","solute carrier family 26 member 7","SLC26A7","115111","","","","Homo sapiens solute carrier family 26 member 7 (SLC26A7), transcript variant 2, mRNA",20336281,"NM_134266",NA,NA,"","8q23","Chromosome 8, NC_000008.11 (91209494..91398155)","anion:anion antiporter activity///bicarbonate transmembrane transporter activity///bicarbonate transmembrane transporter activity///chloride channel activity///chloride channel activity///oxalate transmembrane transporter activity///secondary active sulfate transmembrane transporter activity///sulfate transmembrane transporter activity","anion transport///bicarbonate transport///bicarbonate transport///chloride transmembrane transport///chloride transport///gastric acid secretion///ion transport///oxalate transport///regulation of intracellular pH///regulation of membrane potential///sulfate transmembrane transport///sulfate transport","basolateral plasma membrane///cytoplasm///endosome///integral component of plasma membrane///plasma membrane///recycling endosome membrane","GO:0015301///GO:0015106///GO:0015106///GO:0005254///GO:0005254///GO:0019531///GO:0008271///GO:0015116","GO:0006820///GO:0015701///GO:0015701///GO:1902476///GO:0006821///GO:0001696///GO:0006811///GO:0019532///GO:0051453///GO:0042391///GO:1902358///GO:0008272","GO:0016323///GO:0005737///GO:0005768///GO:0005887///GO:0005886///GO:0055038",0.471710233333335,2.64509327272727,2.06628174094378,0.0498023422576323,0.999963124668809,-4.44192764617446,"SLC26A7","solute carrier family 26 member 7"
"1552904_at","1552904_at","neuropilin and tolloid like 1","NETO1","81832","","","","Homo sapiens neuropilin and tolloid like 1 (NETO1), transcript variant 1, mRNA",20452469,"NM_138999",NA,NA,"","18q22.2","Chromosome 18, NC_000018.10 (72742314..72867667, complement)","ionotropic glutamate receptor binding","memory///positive regulation of excitatory postsynaptic potential///receptor localization to synapse///regulation of long-term neuronal synaptic plasticity///visual learning","cell junction///excitatory synapse///extracellular region///integral component of membrane///postsynaptic density///postsynaptic membrane","GO:0035255","GO:0007613///GO:2000463///GO:0097120///GO:0048169///GO:0008542","GO:0030054///GO:0060076///GO:0005576///GO:0016021///GO:0014069///GO:0045211",-0.498647266666666,2.08227195454545,-2.34388129500504,0.0277345370588213,0.999963124668809,-4.39189346911255,"NETO1","neuropilin and tolloid like 1"
"1552943_at","1552943_at","gamma-aminobutyric acid type A receptor gamma1 subunit","GABRG1","2565","","","","Homo sapiens gamma-aminobutyric acid type A receptor gamma1 subunit (GABRG1), mRNA",59889570,"NM_173536",NA,NA,"","4p12","Chromosome 4, NC_000004.12 (46035769..46124065, complement)","GABA receptor binding///contributes_to GABA-A receptor activity///chloride channel activity///extracellular ligand-gated ion channel activity","chemical synaptic transmission///chloride transmembrane transport///gamma-aminobutyric acid signaling pathway","GABA-A receptor complex///cell junction///chloride channel complex///postsynaptic membrane","GO:0050811///contributes_to GO:0004890///GO:0005254///GO:0005230","GO:0007268///GO:1902476///GO:0007214","GO:1902711///GO:0030054///GO:0034707///GO:0045211",0.663209433333334,3.02252731818182,2.55051079489516,0.0175864916791139,0.999963124668809,-4.35346418712003,"GABRG1","gamma-aminobutyric acid type A receptor subunit gamma1"
"1553096_s_at","1553096_s_at","BCL2 like 11","BCL2L11","10018","","","","Homo sapiens BCL2 like 11 (BCL2L11), transcript variant 8, mRNA",323462141,"NM_138627",NA,NA,"","2q13","Chromosome 2, NC_000002.12 (111120914..111168445)","dynein binding///microtubule binding///protein binding","B cell apoptotic process///B cell homeostasis///T cell homeostasis///apoptotic process///apoptotic process involved in embryonic digit morphogenesis///brain development///cell-matrix adhesion///cellular process regulating host cell cycle in response to virus///developmental pigmentation///ear development///extrinsic apoptotic signaling pathway in absence of ligand///in utero embryonic development///intrinsic apoptotic signaling pathway in response to DNA damage///kidney development///male gonad development///mammary gland development///NOT meiosis I///myeloid cell homeostasis///odontogenesis of dentin-containing tooth///positive regulation of IRE1-mediated unfolded protein response///positive regulation of apoptotic process///positive regulation of apoptotic process///positive regulation of apoptotic process by virus///positive regulation of cell cycle///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway///positive regulation of fibroblast apoptotic process///positive regulation of intrinsic apoptotic signaling pathway///positive regulation of neuron apoptotic process///positive regulation of protein homooligomerization///positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway///positive regulation of release of cytochrome c from mitochondria///positive regulation of release of cytochrome c from mitochondria///post-embryonic organ morphogenesis///protein insertion into mitochondrial membrane involved in apoptotic signaling pathway///regulation of developmental pigmentation///regulation of organ growth///response to endoplasmic reticulum stress///spermatogenesis///spleen development///thymocyte apoptotic process///thymus development///tube formation","cytoplasmic dynein complex///cytosol///endomembrane system///extrinsic component of membrane///mitochondrial outer membrane///mitochondrion","GO:0045502///GO:0008017///GO:0005515","GO:0001783///GO:0001782///GO:0043029///GO:0006915///GO:1902263///GO:0007420///GO:0007160///GO:0060154///GO:0048066///GO:0043583///GO:0097192///GO:0001701///GO:0008630///GO:0001822///GO:0008584///GO:0030879///NOT GO:0007127///GO:0002262///GO:0042475///GO:1903896///GO:0043065///GO:0043065///GO:0060139///GO:0045787///GO:0043280///GO:1902237///GO:2000271///GO:2001244///GO:0043525///GO:0032464///GO:1900740///GO:0090200///GO:0090200///GO:0048563///GO:0001844///GO:0048070///GO:0046620///GO:0034976///GO:0007283///GO:0048536///GO:0070242///GO:0048538///GO:0035148","GO:0005868///GO:0005829///GO:0012505///GO:0019898///GO:0005741///GO:0005739",0.853570033333335,5.24729945454545,2.48642444440401,0.020289041406114,0.999963124668809,-4.36546219387371,"BCL2L11","BCL2 like 11"
"1553117_a_at","1553117_a_at","serine/threonine kinase 38","STK38","11329","","","","Homo sapiens serine/threonine kinase 38 (STK38), transcript variant 1, mRNA",760997935,"NM_007271",NA,NA,"","6p21","Chromosome 6, NC_000006.12 (36493882..36547516, complement)","ATP binding///cadherin binding involved in cell-cell adhesion///magnesium ion binding///mitogen-activated protein kinase kinase kinase binding///protein binding///protein serine/threonine kinase activity","cell-cell adhesion///cellular protein modification process///intracellular signal transduction///negative regulation of MAP kinase activity///peptidyl-serine phosphorylation///protein phosphorylation","MLL5-L complex///cell-cell adherens junction///cytoplasm///nucleus","GO:0005524///GO:0098641///GO:0000287///GO:0031435///GO:0005515///GO:0004674","GO:0098609///GO:0006464///GO:0035556///GO:0043407///GO:0018105///GO:0006468","GO:0070688///GO:0005913///GO:0005737///GO:0005634",0.698913966666668,3.46275327272727,2.76166207689383,0.0108753570399741,0.999963124668809,-4.31360025598725,"STK38","serine/threonine kinase 38"
"1553126_a_at","1553126_a_at","solute carrier family 39 member 12","SLC39A12","221074","","","","Homo sapiens solute carrier family 39 member 12 (SLC39A12), transcript variant 2, mRNA",223633936,"NM_152725",NA,NA,"","10p12.33","Chromosome 10, NC_000010.11 (17951839..18043292)","zinc ion transmembrane transporter activity","cellular zinc ion homeostasis///regulation of microtubule polymerization///regulation of neuron projection development///signal transduction///zinc II ion transmembrane import","extracellular vesicle///integral component of plasma membrane///perinuclear region of cytoplasm","GO:0005385","GO:0006882///GO:0031113///GO:0010975///GO:0007165///GO:0071578","GO:1903561///GO:0005887///GO:0048471",0.842349333333336,4.02124972727273,2.10485240136473,0.0460032435215268,0.999963124668809,-4.43511755781506,"SLC39A12","solute carrier family 39 member 12"
"1553180_at","1553180_at","ADAM metallopeptidase with thrombospondin type 1 motif 19","ADAMTS19","171019","","","","Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif 19 (ADAMTS19), mRNA",1040735421,"NM_133638",NA,NA,"","5q23.3","Chromosome 5, NC_000005.10 (129460281..129738683)","metalloendopeptidase activity///zinc ion binding","proteolysis","proteinaceous extracellular matrix","GO:0004222///GO:0008270","GO:0006508","GO:0005578",-0.659278433333332,2.99704118181818,-2.24200492374259,0.0345106697971739,0.999963124668809,-4.41051096324335,"ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"1553450_s_at","1553450_s_at","long intergenic non-protein coding RNA 304","LINC00304","283860","","","","",NA,"",NA,NA,"","16q24.3","Chromosome 16, NC_000016.10 (89159220..89163675)","","","","","","",0.466136666666667,3.56093981818182,2.15657253426791,0.0413168586990308,0.999963124668809,-4.42590676869463,"LINC00304","long intergenic non-protein coding RNA 304"
"1553619_a_at","1553619_a_at","tripartite motif containing 43B///tripartite motif containing 43","TRIM43B///TRIM43","653192///129868","","","","Homo sapiens tripartite motif containing 43 (TRIM43), mRNA",20270352,"NM_138800",NA,NA,"","2q11.1///2q11.1","Chromosome 2, NC_000002.12 (95476967..95484731, complement)///Chromosome 2, NC_000002.12 (95592018..95599723)","zinc ion binding///protein binding///zinc ion binding","","intracellular///intracellular","GO:0008270///GO:0005515///GO:0008270","","GO:0005622///GO:0005622",1.37710396666667,3.96206268181818,2.96804704057928,0.00671250948917692,0.999963124668809,-4.27440978194077,"TRIM43","tripartite motif containing 43"
"1553619_a_at","1553619_a_at","tripartite motif containing 43B///tripartite motif containing 43","TRIM43B///TRIM43","653192///129868","","","","Homo sapiens tripartite motif containing 43 (TRIM43), mRNA",20270352,"NM_138800",NA,NA,"","2q11.1///2q11.1","Chromosome 2, NC_000002.12 (95476967..95484731, complement)///Chromosome 2, NC_000002.12 (95592018..95599723)","zinc ion binding///protein binding///zinc ion binding","","intracellular///intracellular","GO:0008270///GO:0005515///GO:0008270","","GO:0005622///GO:0005622",1.37710396666667,3.96206268181818,2.96804704057928,0.00671250948917692,0.999963124668809,-4.27440978194077,"TRIM43B","tripartite motif containing 43B"
"1553626_a_at","1553626_a_at","EF-hand calcium binding domain 13","EFCAB13","124989","","","","Homo sapiens EF-hand calcium binding domain 13 (EFCAB13), transcript variant A, mRNA",304555609,"NM_152347",NA,NA,"","17q21.32","Chromosome 17, NC_000017.11 (47323961..47441312)","","","cytoplasm///nucleoplasm///nucleus","","","GO:0005737///GO:0005654///GO:0005634",1.24786596666667,3.24514409090909,2.81252540041726,0.00966658197191301,0.999963124668809,-4.30394988364915,"EFCAB13","EF-hand calcium binding domain 13"
"1553682_at","1553682_at","F-box and leucine rich repeat protein 14","FBXL14","144699","","","","Homo sapiens F-box and leucine rich repeat protein 14 (FBXL14), mRNA",221218996,"NM_152441",NA,NA,"","12p13.33","Chromosome 12, NC_000012.12 (1565993..1594189, complement)","protein binding///ubiquitin-protein transferase activity","protein ubiquitination involved in ubiquitin-dependent protein catabolic process","Golgi apparatus///cytoplasm///nucleoplasm","GO:0005515///GO:0004842","GO:0042787","GO:0005794///GO:0005737///GO:0005654",1.52115796666667,4.81482854545455,2.7457389981767,0.0112822365665007,0.999963124668809,-4.31661887414834,"FBXL14","F-box and leucine rich repeat protein 14"
"1553987_at","1553987_at","MAPKAPK5 antisense RNA 1","MAPKAPK5-AS1","51275","","","","Homo sapiens chromosome 12 open reading frame 47, mRNA (cDNA clone IMAGE:4122851)",33873709,"BC007973",NA,NA,"","12q24.12","Chromosome 12, NC_000012.12 (111839769..111842902, complement)","","","","","","",-0.595885033333331,4.84328690909091,-2.30556879795477,0.0301255080835681,0.999963124668809,-4.39892501070133,"MAPKAPK5-AS1","MAPKAPK5 antisense RNA 1"
"1554060_s_at","1554060_s_at","SET domain and mariner transposase fusion gene","SETMAR","6419","","","","Homo sapiens SET domain and mariner transposase fusion gene, mRNA (cDNA clone MGC:12780 IMAGE:4080032), complete cds",39644536,"BC011635",NA,NA,"","3p26.1","Chromosome 3, NC_000003.12 (4303304..4320649)","DNA topoisomerase binding///double-stranded DNA binding///endonuclease activity///endonuclease activity///histone methyltransferase activity (H3-K36 specific)///histone methyltransferase activity (H3-K4 specific)///protein binding///protein homodimerization activity///single-stranded DNA binding///single-stranded DNA endodeoxyribonuclease activity///structure-specific DNA binding///structure-specific DNA binding///zinc ion binding","DNA catabolic process, endonucleolytic///DNA catabolic process, endonucleolytic///DNA double-strand break processing///DNA integration///cell proliferation///double-strand break repair via nonhomologous end joining///double-strand break repair via nonhomologous end joining///histone H3-K36 dimethylation///histone H3-K36 methylation///histone H3-K36 methylation///histone H3-K4 methylation///mitotic DNA integrity checkpoint///negative regulation of cell cycle arrest///negative regulation of chromosome organization///nucleic acid phosphodiester bond hydrolysis///positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity///positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity///positive regulation of double-strand break repair via nonhomologous end joining///replication fork processing","colocalizes_with condensed chromosome///nucleus///nucleus///site of double-strand break///site of double-strand break","GO:0044547///GO:0003690///GO:0004519///GO:0004519///GO:0046975///GO:0042800///GO:0005515///GO:0042803///GO:0003697///GO:0000014///GO:0043566///GO:0043566///GO:0008270","GO:0000737///GO:0000737///GO:0000729///GO:0015074///GO:0008283///GO:0006303///GO:0006303///GO:0097676///GO:0010452///GO:0010452///GO:0051568///GO:0044774///GO:0071157///GO:2001251///GO:0090305///GO:2000373///GO:2000373///GO:2001034///GO:0031297","colocalizes_with GO:0000793///GO:0005634///GO:0005634///GO:0035861///GO:0035861",0.864532500000002,3.03041263636364,3.22552019776109,0.00362279126372009,0.999963124668809,-4.22566667880928,"SETMAR","SET and mariner transposase domain methyltransferase"
"1554067_at","1554067_at","chromosome 12 open reading frame 66","C12orf66","144577","","","","Homo sapiens chromosome 12 open reading frame 66, mRNA (cDNA clone IMAGE:5312126)",23958530,"BC036246",NA,NA,"","12q14.2","Chromosome 12, NC_000012.12 (64186312..64222296, complement)","","","intercellular bridge///microtubule cytoskeleton","","","GO:0045171///GO:0015630",-0.574492199999999,2.82149604545455,-2.13081232732144,0.0435944992852929,0.999963124668809,-4.43050533427853,"KICS2","KICSTOR subunit 2"
"1554106_at","1554106_at","neurobeachin like 1","NBEAL1","65065","","","","Homo sapiens ALS2CR16 mRNA, complete cds",15823660,"AB053318",NA,NA,"","2q33.2","Chromosome 2, NC_000002.12 (203014624..203225194)","phospholipid binding","","endomembrane system///extrinsic component of membrane","GO:0005543","","GO:0012505///GO:0019898",0.872336133333334,5.51135963636364,2.17828589559539,0.0394808679029999,0.999963124668809,-4.42201436237783,"NBEAL1","neurobeachin like 1"
